"Site
#",School,Date,Time,"Creek
Appearance","Weather  (past 48
hr)",Stage (m),"Discharge
(m3
s)",Other tests,"Sulfate
(mg
L)","Flow  (m
s)","Temp. (deg
C)","pH
Meter","TDS
(mg
L)","DO
(mg
L)","NO3-N
(mg
L)","P (mg
L)","Alk
(mg
L)","Turb
(JTU)","Fe
(mg
L)","WQI
value","Conductivity
(uS
cm)","pH
Test
Kit"
39,"James W.
Parker Middle
Sch",2009-10-30,.,"slow, clear, leaves","rainy, cool",low,NA,NA,NA,NA,11.6,8.3,73.3,9,.,.,139,15,.,.,.,.
1,"Maplewood
High School",2009-11-02,.,clear,NA,Normal,NA,"Total Hardness: 51.3,
Calcium Hardness: 34.2,",NA,NA,6,7.1,30,13,0,0,2,0,.,4.1,.,.
1,"Maplewood
High School",2009-11-02,.,clear,NA,Normal,NA,"Total Hardness: 170,
Calcium Hardness: 51.3, M",NA,NA,9,6.9,30,11,0,2,85,0,.,37.1,.,.
26,"Meadville Area
Senior High",2009-11-02,.,"Cloudy, Fast","Cool, Partly Cloudy",High,NA,NA,NA,NA,12.5,6.1,.,9,0,0.027,34,15,.,18.305,.,.
61,"Saegertown
High School",2009-11-10,1:30:00,normal,warmer than normal,NA,NA,NA,NA,NA,12,7.9,110,11,.,.,.,.,.,.,.,.
61,"Saegertown
High School",2009-11-10,9:00:00,normal,warmer than normal,NA,NA,NA,NA,NA,10.75,7.7,110,10.5,.,.,.,.,.,.,.,.
61,"Saegertown
High School",2009-11-10,10:00:00,normal,warmer than normal,NA,NA,NA,NA,NA,11,7.9,110,11.5,.,.,.,.,.,.,.,.
1,"Maplewood
High School",2009-11-12,.,Clear,Clear,Normal,NA,"Total Hardness: 68.4,
Calcium Hardness: 51.3,",NA,NA,4,7.1,40,12,0,0,17,0,.,4.8,.,.
1,"Maplewood
High School",2009-11-12,.,Clear,Clear,Normal,NA,"Total Hardness: 188.1,
Calcium Hardness: 51.3,",NA,NA,6,7.6,30,11,0.2,0,44,0,.,5.1,.,.
72,"Hermitage
Green Team",2009-11-12,.,NA,NA,NA,NA,NA,NA,NA,10.5,7.8,215,11.5,0.115,0,87.5,0,.,5.1,.,.
75,"Commodore
Perry High
Schoo",2009-11-13,.,clear,fair,normal,NA,NA,<50,NA,7.5,8.2,120,11.5,0.09,0,76.5,2.5,.,8.95,.,.
84,"Lakeview Middle
School",2009-11-16,.,Clear,"Cool, Overcast",low,NA,NA,NA,NA,10,7.7,90,12,0.095,10,93.5,7.5,.,155.65,.,.
27,"Allegheny
College",2009-11-17,.,NA,Cold,NA,NA,NA,NA,NA,4,7.1,170,3,0,0.01,76.5,5,.,12.65,.,.
82,"Hillview
Intermediate
Cent",2009-11-17,.,"Clear, average
flow",Warmer than normal,NA,NA,NA,NA,NA,8,8.4,200,11,0,0,160,.,.,.,.,.
84,"Lakeview Middle
School",2009-11-17,.,NA,cold,NA,NA,NA,NA,NA,7.5,7.5,160,10,0,0.05,68,5,.,4.75,.,.
84,"Lakeview Middle
School",2009-11-17,.,"slow, .33 m/s
velocity",Clear and Cold,NA,NA,NA,NA,NA,9,7.9,100,7,0.1,0,221,15,.,12.3,.,.
77,"Linesville High
School",2009-11-17,8:22:00,choppy turbid,"Breezy, Cool",NA,NA,NA,NA,NA,8.7,7.2,95,9.6,0.815,0.027,170,15.8,.,17.395,.,.
79,"Linesville High
School",2009-11-17,8:50:00,calm,"Chilly, Partly cloudy",9.99,NA,NA,NA,0.03,8.4,7.1,135,10.75,0.15,0.075,144.5,17.5,.,.,.,.
78,"Linesville High
School",2009-11-17,9:59:00,clear and still,"breezy, cold, sunny",5.68,NA,NA,NA,0,7.2,7.1,102.5,10,0.56,0.17,221,5,.,15.15,.,.
36,"Linesville High
School",2009-11-17,10:45:00,"clean, little flow","sunny, cool",normal,NA,NA,NA,NA,9,7.1,147.5,10,0.175,0.23,266,7.5,.,13.1,.,.
47,"Youngsville
High School",2009-11-17,10:45:00,slow,ckear & cold,NA,NA,NA,NA,0.33,9,7.9,100,7,0.1,0,221,15,.,12.3,.,.
85,"Conneaut Lake
Envirothon",2009-11-18,.,clean,No Rain,low,NA,NA,NA,NA,8,8.2,130,13,0,0,119,0,.,6.5,.,.
72,"Hermitage
Green Team",2009-11-18,3:00:00,NA,No recent prcip.,NA,NA,NA,NA,NA,11,7.4,.,13,8.1,0.01,68,15,.,.,.,.
72,"Hermitage
Green Team",2009-11-18,3:00:00,NA,No recent prcip.,NA,NA,NA,NA,NA,10,8.9,.,13,9,0.01,119,15,.,.,.,.
39,"James W.
Parker Middle
Sch",2009-11-18,8:30:00,Clear,Sunny,0.01,0.003,NA,NA,0.2,6,7.8,120,10,0,0,204,0,.,5.4,.,.
87,"Bradford Area
High School",2009-11-21,10:35:00,frozen,"snowy, cold",NA,NA,NA,NA,NA,8,6.9,40,11,0,0,51,0,.,7.1,.,.
87,"Bradford Area
High School",2009-11-21,11:00:00,algae on sides,drizzle,Normal,NA,NA,NA,NA,8,6.9,.,2.1,0,0,51,0,.,13.33,.,.
26,"Meadville Area
Senior High",2009-11-23,9:15:00,Clear,Sunny,NA,NA,NA,Na,NA,14,7.4,240,8.5,0,0,136,0,.,5.25,.,.
19,Clymer Central,2009-11-24,6:45:00,"low, clear","42, light rain",NA,NA,"E.Coli 1col/mL, BOD 1.4
mg/L",NA,NA,6,7.8,80,11.5,5.4,0,43,0,.,58.35,.,.
2,Bethesda,2009-11-25,.,Clear,Light Rain,low,NA,NA,NA,rapid,9,0,90,12,1.4,0,5,5,.,76.6,.,.
88,"Bradford Area
High School",2009-11-29,2:30:00,clear,light snow,normal,NA,NA,NA,NA,7.7,6.5,.,2,0.45,0.01,23.3,0,.,21.25,.,.
80,"Fort LeBoeuf
Middle School",2009-12-05,.,frozen,snow,NA,NA,NA,<50,NA,3,7.9,92.5,15,0.18,0.01,110.5,12.5,.,7.15,.,.
84,"Lakeview Middle
School",2009-12-07,13:00:00,"Fast, Clear","Cold, slight snow",NA,NA,NA,NA,NA,7,7.7,70,8.5,0.06,0.0135,76.5,5,.,7.4525,.,.
75,"Commodore
Perry High
Schoo",2009-12-10,1:15:00,"Fast, Low, Clear","Thunderstorms,
Snow",Low,NA,NA,NA,Fast,6,7.8,127.5,17.5,0.68,0.039,85,0,.,7.135,.,.
87,"Bradford Area
High School",2009-12-11,3:30:00,partial frozen,"snow, rain",high,NA,NA,NA,NA,0,7.6,35,14,0,0,68,.,.,.,.,.
39,"James W.
Parker Middle
Sch",2009-12-17,.,Clear,Heavy Snow,Low,NA,NA,NA,Slow,3.5,6.9,60,10.3,0,0,61.35,26.25,.,13.08,.,.
41,"Cambridge
Springs Gifted",2009-12-17,1:35:00,High,"Rain, Snow",High,NA,NA,NA,NA,3,7.8,90,13.5,0.1,2.5,102,20,.,45.05,.,.
66,"Mercer
Elementary",2009-12-18,4:00:00,"clear, ice and
snow",snow,normal,NA,NA,NA,NA,20,.,.,7,0.5,0,51,0,.,.,.,.
89,"Mercer
Elementary",2009-12-18,4:00:00,clear,snow,normal,NA,NA,NA,NA,16,.,200,14,.,0,93.5,.,.,.,.,.
83,"Sherman
Central",2009-12-21,1:45:00,Clear,"Snow, Frigid",Normal,NA,NA,NA,NA,3.95,.,.,12,0,0,34,7.5,.,.,.,.
83,"Sherman
Central",2009-12-21,10:00:00,Clear,"Snow, Frigid",Normal,NA,NA,NA,NA,3.95,.,.,11.5,0,0,68,7.5,.,.,.,.
83,"Sherman
Central",2009-12-22,1:45:00,Clear,"Snow, Frigid",Normal,NA,NA,NA,NA,3,.,140,13,0.02,0,68,0.5,.,.,.,.
83,"Sherman
Central",2009-12-22,11:05:00,Clear,Snow Frigid,Normal,NA,NA,NA,NA,3,.,135,13.5,0.12,0.013,85,.,.,.,.,.
19,Clymer Central,2010-01-01,14:30:00,"low, frozen","21, heavy snow",na,NA,"E. Coli 0 col/100ml, BOD
3.7ppm",NA,na,1,7.8,75,14.2,2,0.15,43,0,.,24.71,.,.
26,"Meadville Area
Senior High",2010-01-06,10:00:00,NA,Snow,NA,NA,NA,NA,NA,8,7.3,28.5,14,0.15,.,51,0,.,.,.,.
61,"Saegertown
High School",2010-01-14,9:00:00,NA,"Cold but partially
sunny",normal,NA,NA,NA,slow,8,7.3,110,11.5,0.15,.,.,.,.,.,.,.
61,"Saegertown
High School",2010-01-14,9:45:00,NA,"cold, partly sunny",NA,NA,NA,NA,slow,8.25,7.4,125,12.5,0,0,0,17,.,.,.,.
47,"Youngsville
High School",2010-01-14,10:15:00,"normal depth
partly fr","cold, partly sunny",normal,NA,NA,NA,NA,7,7.5,124,20,0,0,118,0,.,.,.,.
75,"Commodore
Perry High
Schoo",2010-01-21,1:45:00,"Low , cold, clear","Cold, Partly Sunny",low,NA,NA,NA,NA,0,7.8,150,11,0.845,0,127.5,0,.,13.15,.,.
2,Bethesda,2010-01-21,10:00:00,Clear,"Above freezing,
Snow",NA,NA,NA,NA,fast,2,7.1,90,17.5,0.3,2.5,4.5,20,.,45.45,.,.
84,"Lakeview Middle
School",2010-01-25,8:30:00,"Gushing, muddy",Rain,Higher,NA,NA,NA,NA,3,7.25,30,6,0,0.07,51,22.5,0.8,13.35,.,.
19,Clymer Central,2010-01-27,6:40:00,high,"19, rain",high,na,"E. Coli 0 col/100ml, BOD
4.2ppm",NA,na,1,7.3,90,13.3,1.3,0.18,26,1,.,18.19,.,.
.,"FTLB1 Fort
LeBoeuf High
Sc",2010-02-04,17:45:00,"partially frozen,
clea",Snow flurries,normal,NA,NA,NA,NA,3.4,8.1,50,15.5,0.16,0.18,42.5,0,.,8.25,.,.
.,"FTLB2 Fort
LeBoeuf High
Sc",2010-02-05,.,"partially frozen,
clea",snow,normal,NA,NA,0,fast,0.1,8.1,40,13.5,0.17,0.09,76.5,12.5,0,10.9,.,.
26,"Meadville Area
Senior High",2010-02-08,10:00:00,normal,cold,normal,NA,Chlorine: 0,NA,NA,8,7.6,135,15.3,0.16,0.035,85,0,.,1.895,.,.
80,"Fort LeBoeuf
Middle School",2010-02-10,7:30:00,partially frozen,snow,normal,NA,NA,<50,NA,0.5,6.1,105,9.5,0.37,0,93.5,12.5,.,20.75,.,.
75,"Commodore
Perry High
Schoo",2010-02-11,1:30:00,frozen,Snow,NA,NA,NA,NA,NA,3,7.8,125,16,1.4,0.001,68,0,.,15.215,.,.
.,"FTLB3 Fort
LeBoeuf High
Sc",2010-02-13,13:10:00,"partially frozen,
clea",snow,low,NA,NA,0,NA,1.8,8.5,70,17,0.11,0,34,10,0,9.2,.,.
87,"Bradford Area
High School",2010-02-16,3:00:00,mostly frozen,"snowy, cold",normal,NA,NA,NA,slow,0,7.5,40,14.5,0,0,51,0,.,-0.15,.,.
15,"Coneaut Lake
High School",2010-02-17,9:00:00,Partially Frozen,Snow,NA,NA,NA,NA,NA,7,7.5,100,13,0,2,119,2.5,.,.,.,.
.,"FTLB4 Fort
LeBoeuf High
Sc",2010-02-18,17:30:00,partially frozen,NA,normal,NA,NA,NA,NA,1.2,8.4,70,8,0.675,0.05,37.4,5,.,20.1,.,.
.,"FTLB8 Fort
LeBoeuf High
Sc",2010-02-22,22:00:00,Frozen on top,Rain,Normal,NA,NA,NA,NA,0.7,8.1,425,13.5,0.625,0.33,51,7.5,.,18.05,.,.
19,Clymer Central,2010-02-24,6:45:00,Frozen,"27, snow",na,na,"E. Coli 0 col/100ml, BOD
8.2ppm",NA,na,0,7.5,180,13.5,1.8,0.12,42.5,0,.,20.35,.,.
72,"Hermitage
Green Team",2010-02-24,15:00:00,"Partly  Frozen on
edge",Light Snow,NA,NA,NA,NA,NA,6,8.4,700,.,0.5,0.16,102,20,.,.,.,.
72,"Hermitage
Green Team",2010-02-24,15:00:00,"Partly  Frozen on
edge",Light Snow,NA,NA,NA,NA,NA,6,8.4,700,.,0.5,0.17,102,10,.,.,.,.
.,"FTLB7 Fort
LeBoeuf High
Sc",2010-02-24,17:22:00,NA,NA,unsure,NA,NA,NA,NA,5,8.9,71.5,12.5,0.117,0.1,127.5,0,.,15.12,.,.
84,"Lakeview Middle
School",2010-02-25,1:20:00,clear,Snow,normal,NA,NA,0,fast,6.3,7.7,70,16,0,0,85,0,0.5,0.4,.,.
.,"FTLB5 Fort
LeBoeuf High
Sc",2010-02-25,16:00:00,partially frozen,heavy snow,high,NA,NA,0,choppy,2.8,8.25,70,12,1.8,0.033,119,35,0,33.095,.,.
87,"Bradford Area
High School",2010-03-02,4:00:00,"clear, icy","snowy, cold",normal,NA,NA,NA,slow,0,7.9,50,12.5,0.1,0,68,0,.,5.45,.,.
.,"FTLB6 Fort
LeBoeuf High
Sc",2010-03-03,8:45:00,"clear, cold","clear, cold",normal,NA,NA0,0,NA,3.7,9.1,50,14,0,0.05,136,60,0,25.75,.,.
1,"Maplewood
High School",2010-03-05,8:30:00,Frozen,Clear,normal,NA,NA,NA,NA,4,7.6,60,11,0,0,51,0,.,3.1,.,.
64,"Titusville Middle
School",2010-03-08,9:40:00,normal,"excexssive snow
melt",Normal,NA,NA,NA,NA,5.2,7.2,.,7.8,0,0,170,25,.,.,.,.
75,"Commodore
Perry High
Schoo",2010-03-11,1:40:00,muddy,warm,very high,NA,NA,NA,very fast,20,8.1,70,11,0.72,0.054,68,60,.,27.11,.,.
87,"Bradford Area
High School",2010-03-11,4:00:00,oil smell,warm,very high,NA,NA,NA,fast,1,7.5,40,11,0.1,5,51,.,.,.,.,.
2,Bethesda,2010-03-11,10:00:00,normal,"Sunny, seasonable",NA,NA,NA,NA,NA,5,.,75,12.5,2.25,0.007,42.5,10,.,.,.,.
87,"Bradford Area
High School",2010-03-12,2:00:00,"brown, oil smell","warm, rain",very high,NA,NA,0,fast,1,7.2,50,11.5,0.1,0,51,22.5,0,9.85,.,.
87,"Bradford Area
High School",2010-03-13,12:00:00,heavy flow,rain,very high,,,NA,fast,2,7.6,30,11.5,0.2,0,68,17,.,8.15,.,.
87,"Bradford Area
High School",2010-03-14,12:00:00,heavy flow,rain/sunny,deep,,,NA,fast,1,7.5,30,11,0.1,0.2,51,20,.,10.3,.,.
39,"James W.
Parker Middle
Sch",2010-03-16,.,Clear,"Sunny, scattered
rain",NA,0.326,NA,NA,0.317,9,6.7,46.7,8.7,0.003,4.3,113.3,0,.,.,.,.
39,"James W.
Parker Middle
Sch",2010-03-16,9:10:00,"Clear, no ice, no
alga",Clear and Sunny,NA,NA,NA,NA,NA,1,8.4,60,13,0,0.09,119,0,.,9.45,.,.
87,"Bradford Area
High School",2010-03-17,3:00:00,heavy flow,Sunny,deep,,,NA,fast,6,7.15,25,12,0.2,0,51,20,.,10.4,.,.
80,"Fort LeBoeuf
Middle School",2010-03-17,7:10:00,NA,seasonable,very high,NA,NA,<50,fast,3,7,60,12.5,0.11,.,59.5,20,.,.,.,.
26,"Meadville Area
Senior High",2010-03-19,11:00:00,NA,NA,high,NA,NA,NA,NA,10,8.3,0,6,0.1,.,127.6,0,.,.,.,.
82,"Hillview
Intermediate
Cent",2010-03-23,11:10:00,Very muddy,Rain,very high,NA,NA,NA,very fast,10,8.8,160,9,0,0,111,.,.,.,.,.
15,"Coneaut Lake
High School",2010-03-24,8:30:00,NA,NA,NA,NA,NA,NA,NA,3,9.1,70,15,0,0.13,84,3,.,.,.,.
19,Clymer Central,2010-03-25,6:45:00,NA,"28, fair",low,NA,"E. Coli 0 col/100mL, BOD
2.6 ppm",NA,NA,5,7.8,110,11.2,2.6,0.65,42.5,0,.,40.31,.,.
1,"Maplewood
High School",2010-03-31,12:00:00,Clear,Light Rain,Normal,NA,NA,NA,NA,10,7.3,40,6.7,.,0,119,5,.,.,.,.
72,"Hermitage
Green Team",2010-04-07,15:00:00,NA,"Sunny, warm",NA,NA,NA,NA,NA,21.5,7.8,965,12,0.1,0.006,170,7.5,.,.,.,.
72,"Hermitage
Green Team",2010-04-07,15:00:00,NA,"sunny, warm",NA,NA,NA,NA,NA,21,8.2,810,13,0.09,0.05,85,10,.,.,.,.
87,"Bradford Area
High School",2010-04-16,3:00:00,normal,"sunny, rainy",high,na,na,NA,normal,13,7.5,40,10,0.05,0,51,0,.,3.5,.,.
1,"Maplewood
High School",2010-04-22,1:00:00,Clear,Clear,Normal,NA,Total Hardness: 68.4 g/gal,NA,NA,13,6.85,50,11,0,0,0,0,.,7.5,.,.
75,"Commodore
Perry High
Schoo",2010-04-22,1:00:00,NA,NA,NA,NA,NA,NA,NA,14,9,130,13,0.3,.,85,0,.,.,.,.
1,"Maplewood
High School",2010-04-22,2:00:00,Clear,Clear,Normal,NA,Total Hardness: 68.4 g/gal,NA,NA,13,7.15,50,11,0,0,0,0,.,5.1,.,.
1,"Maplewood
High School",2010-04-22,9:00:00,Clear,Clear,Normal,NA,"Total Hardness: 51.3,
Calcium Hardness: 34.2,",NA,NA,8,7.1,50,9,0,0,34,10,.,8.9,.,.
47,"Youngsville
High School",2010-04-22,9:00:00,clear,sunny,low,NA,NA,NA,.33 ft/s,15,7.4,100,10,0,0,68,15,.,.,.,.
1,"Maplewood
High School",2010-04-22,10:00:00,Clear,Clear,Normal,NA,Total Hardness: 68.4 g/gal,NA,NA,7,7.25,50,13,0,0,0,0,.,2.9,.,.
1,"Maplewood
High School",2010-04-23,12:00:00,Clear,"Cold, light rain",low,NA,NA,NA,NA,15,7.4,55,3,0,.,59.5,.,.,.,.,.
87,"Bradford Area
High School",2010-04-30,3:00:00,"slow flow, algae",sunny,low,NA,PTI: 26.2,NA,slow,15,7.4,30,7,0,0,51,0,.,5.9,.,.
26,"Meadville Area
Senior High",2010-05-03,10:30:00,NA,NA,NA,NA,NA,NA,NA,19.5,7.1,90,9.5,.,1500,127.5,0,.,.,.,.
82,"Hillview
Intermediate
Cent",2010-05-11,9:45:00,brown,Thunderstorms,high,NA,NA,NA,fast,10,8.5,125,11,0,0,136,5,.,11.3,.,.
80,"Fort LeBoeuf
Middle School",2010-05-12,7:10:00,cloudy brown,Heavy rain,high,NA,NA,<50,fast,10,7,70,12,1.2,0.023,68,40,.,25.945,.,.
87,"Bradford Area
High School",2010-05-14,4:00:00,clear,rainy,normal,NA,PTI: 23,NA,average,15,7.5,30,8.5,0,0,51,0,.,4.05,.,.
2,Bethesda,2010-05-20,10:30:00,clear,Rain,NA,NA,NA,NA,Fast,15,.,60,10.5,0.6,0.03,42.5,5,.,.,.,.
26,"Meadville Area
Senior High",2010-05-24,10:30:00,NA,NA,NA,NA,NA,NA,NA,13,7.4,115,9.5,.,0,42.5,.,.,.,.,.
1,"Maplewood
High School",2010-05-25,9:00:00,Clear,Sunny,low,NA,NA,NA,NA,15,7,40,5.5,.,0.1,51,12.5,.,.,.,.
1,"Maplewood
High School",2010-05-27,8:30:00,Clear,Sunny,low,NA,NA,NA,NA,19,7.25,43.3,.,.,.,42.5,10,.,.,.,.
1,"Maplewood
High School",2010-05-28,2:00:00,Normal,Normal,Normal,NA,"Total Hardness: 51.3 g/gal,
Calcium Hardness:",NA,NA,19,7.2,60,6,0.4,4,17.1,0,.,72.2,.,.
19,"Clymer Central
High School",2010-09-15,8:15:00,N/A,clear,low,N/A,"BOD = 1.5ppm.200 bacterial
colonies/100ml.air",N/A,low,14,8,190,8.8,1.7,0,42.5,1,.,25.04,.,.
39,"General McLane
High School",2010-09-16,10:00:00,N/A,"rain, sunny",N/A,0.15,N/A,N/A,2.36,13,7.5,7,8,0.08,0,111,27.5,.,.,.,.
47,"Youngsville
High School",2010-09-17,9:30:00,somewhat turbid,"rainy, cool",N/A,N/A,N/A,N/A,slow,11,8.4,160,8,1,0,3,32,.,2.6,.,.
61,"Seagertown
High School",2010-09-21,2:00:00,lower depth,warm,N/A,N/A,N/A,N/A,slow,15,7.6,210,10.5,0,0,51,0,.,3.45,.,.
61,"Seagertown
High School",2010-09-21,9:30:00,lower depth,warm,N/A,N/A,N/A,N/A,slow,13,7.6,200,10.5,0,0.01,34,0,.,53.15,.,.
61,"Seagertown
High School",2010-09-21,11:00:00,lower depth,warm,N/A,N/A,N/A,N/A,slow,14,7.6,210,11,0,0,42.5,0,.,3.1,.,.
84,"Lakeview Middle
School",2010-09-27,.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,7.9,150,7,0,0.033,153,1,.,8.995,.,.
77,"Linesville High
School",2010-09-28,8:20:00,"Choppy, 1-2 ft.
waves,",Cloudy/Rainy,N/A,N/A,N/A,N/A,N/A,19,7.9,80,13,0.32,0.175,192.7,25,.,14.93,.,.
79,"Linesville High
School",2010-09-28,10:40:00,"Low flowing
stream, ca",Rainy/cloudy,,N/A,73.3 cm depth,NA,0.15,16,7.4,140,9.5,0.22,0.086,153,10,.,8.97,.,.
78,"Linesville High
School",2010-09-28,13:45:00,"Placid, calm,
somewhat","Wet and
percipitating lightly.
Also calm",,N/A,43.33 cm depth,NA,0.15,16.6,7.55,140,7.5,0.053,0.05,484.5,5,.,7.095,.,.
62,"Linesville High
School",2010-09-28,14:15:00,"Pretty placid, not
ver","Drizzly, cool, cloudy",,,,NA,0.56,16.1,7.6,130,8.5,0.125,0.033,153,5,.,7.595,.,.
19,"Clymer Central
High School",2010-09-30,9:20:00,clear,rain,high,N/A,"BOD = 3.1 ppm.600 bacteria
colonies/100ml.air",N/A,average,15,7.8,110,9.9,1.6,0.01,42.5,1,.,21.82,.,.
90,"Beaty Warren
Middle School",2010-09-30,10:00:00,N/A,"70% chance of
precipitation",N/A,N/A,N/A,N/A,N/A,57,7.65,160,9,.,.,.,.,.,.,.,.
39,"General McLane
High School",2010-10-01,.,N/A,rain,0.07,0.15,N/A,N/A,0.42,12.5,8.5,70,9.5,0.03,0,111,5,.,12.65,.,.
82,"Hillview
Intermediate
Cent",2010-10-05,10:15:00,"slow, cold","rainy, cold",N/A,N/A,N/A,N/A,slow,10.5,9,180,13,0,0,136,5,.,13.9,.,.
2,Bethesda,2010-10-07,.,"brownish, normal
depth","rain,cloudy",N/A,N/A,N/A,N/A,N/A,12.5,7.1,90,10.5,0.2,0,119,5,.,8.85,.,.
39,"General McLane
High School",2010-10-12,10:00:00,"covered with
leaves",on and off rain,0.03,0.296,N/A,N/A,0.197,9,6.5,65,10,0,0,119,2.5,.,11.5,.,.
1,"Maplewood
High School",2010-10-19,8:00:00,"Clear in
spots...Cover",intermittant rain,"average for
sea",NA,NA,0,NA,11,7.5,70,8,.,.,.,15,.,.,.,.
72,Hermitage,2010-10-20,1:00:00,clear,"no rain, mid
50's-60's",N/A,N/A,N/A,N/A,N/A,5.5,3.9,285,5,0,0.0115,34,2.5,.,35.97,.,.
80,"Fort LeBoeuf
Middle School",2010-10-22,7:00:00,N/A,N/A,N/A,N/A,N/A,<50,N/A,10,7,100,11.5,0.01,0.023,102,7.5,.,7.9,.,.
84,"Lakeview Middle
School",2010-10-25,8:00:00,clear,warm and sunny,N/A,N/A,N/A,N/A,medium,15,7.5,90,10,0.05,3.25,136,2.5,.,53.15,.,.
77,"Linesville High
School",2010-10-26,8:18:00,"Choppy, waves
1-2 ft","Cold, cloudy, windy",N/A,N/A,N/A,N/A,N/A,15,7.4,.,8.67,0.02,0.545,144.5,27.5,.,18.61,.,.
78,"Linesville High
School",2010-10-26,10:37:00,"Not moving,
slightly t","Overcast, mild
temperature",,N/A,N/A,N/A,Still,14.9,7.05,130,9,0.08,0.035,204,5,.,9.29,.,.
62,"Linesville High
School",2010-10-26,14:11:00,"Turbid, not alot of
wa","Partly cloudy, sun
occasionally
peaking",,,,N/A,1.14 m/sec,17,7.35,135,6.5,0.155,0.08,187,5,.,10.4,.,.
79,"Linesville High
School",2010-10-26,14:11:00,"Fairly turbid, wind
bl","Windy, cloudy with
occasional patches
of",,N/A,N/A,N/A,.31 m/sec,17.1,7.3,140,8,0.16,0.1035,187,7.5,.,10.15,.,.
85,"Conneaut Lake
High School",2010-10-26,15:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,7.7,110,7.5,0,0,85,0,.,5.95,.,.
39,"General McLane
High School",2010-10-27,9:00:00,clear,"Heavy rain and wind
previous night, foll",0.11,N/A,N/A,N/A,moderate,10.5,7.1,75,9,0,0,119,0,.,6.9,.,.
19,"Clymer Central
High School",2010-10-28,8:40:00,N/A,heavy rain,high,N/A,BOD= 1.9 ppm,N/A,high,11,7.5,100,9.6,1.2,0.02,25.5,1,.,15.78,.,.
47,"Youngsville
High School",2010-10-29,10:15:00,cloudy,rain,N/A,N/A,N/A,N/A,0.5,8.5,7.3,92.5,10.5,0,0.01,190,2,.,5.2,.,.
87,"Bradford High
School",2010-11-07,12:00:00,clear,cool and clear,18 inches,N/A,N/A,N/A,N/A,5,7.4,50,12,0,0,34,1,.,2.6,.,.
1,"Maplewood
High School",2010-11-08,1:00:00,clear,"clear and cold, rain
at times",average,N/A,N/A,N/A,average,7,7.2,60,6,0,0,68,.,.,.,.,.
84,"Lakeview Middle
School",2010-11-08,8:00:00,clear,"sunny, cold",shallow,N/A,N/A,N/A,very fast,10,7.2,.,10,0.5,0,85,0,.,10.4,.,.
2,Bethesda,2010-11-10,11:00:00,clear,"Sunny cool in the
high 50's",low,N/A,N/A,NA,N/A,5,7.2,200,10.5,20,0.106,93.5,0,.,206.64,.,.
80,"Fort LeBoeuf
Middle School",2010-11-11,7:00:00,little high,clear and cold,N/A,N/A,N/A,<50,N/A,6.75,7,85,12,0.19,0,93.5,2.5,.,8,.,.
90,"Beaty Warren
Middle School",2010-11-11,7:50:00,N/A,"58 degrees, rain",14 inches,N/A,N/A,N/A,N/A,.,7.5,160,9,.,.,.,10,.,.,.,.
39,"General McLane
High School",2010-11-12,12:00:00,"Clear but slow
moving",Sunny and warm,0.08,0.31,NA,NA,0.15,7.5,7.8,65,11,0,0,153,0,.,4.7,.,.
19,"Clymer Central
High School",2010-11-18,8:30:00,very high,"heavy rain..44 F air
temp..warm
november",high,,"BOD = 2.9ppm..Bacteria = 3
colonies/100ml",N/A,,6,7.5,100,11.8,1.5,0.09,25.5,5,.,19.09,.,.
39,"General McLane
High School",2010-12-03,.,Snow covered,Snow,0.11,0.149,NA,NA,0.175,4,8,55,16,0,0,105,0,.,2.8,.,.
87,"Bradford High
School",2010-12-08,13:00:00,NA,snow,1.5 ft,N/A,N/A,N/A,N/A,7.8,7.9,40,14,0.1,0,61,7.5,.,5.9,.,.
.,"Bradford Area
High School",2010-12-12,16:00:00,"Medium velocity,
Clear",Snow/ melting snow,N/A,N/A,N/A,N/A,N/A,4,7.2,7,6,.,17,17,.,.,.,.,.
84,"Lakeview Middle
School",2010-12-17,7:00:00,icy,cold party cloudy,normal,N/A,N/A,N/A,fast,6.5,7.6,.,34.5,.,9,59.5,34,0.4,.,.,.
19,"Clymer Central
High School",2010-12-17,9:10:00,normal,"air temp 20 F..heavy
snow..very cold",,,"BOD = 3ppm..Bacteria - 1
colony/100ml",N/A,,3,7.5,120,12.1,1.2,0.21,25.5,0,.,16.68,.,.
90,"Beaty Warren
Middle School",2010-12-22,9:50:00,partially frozen,"Cloudy, 23 degrees",NA,N/A,N/A,N/A,N/A,.,7.3,.,14,.,.,.,7.5,.,.,.,.
87,"Bradford High
School",2010-12-31,16:00:00,NA,"cold, no precip",1.3 ft,N/A,N/A,N/A,N/A,2,7.8,35,35,0,0,51,0,.,-12.1,.,.
39,"General McLane
High School",2011-01-05,9:00:00,"Clear with
some.ice on",Light snow and cold,normal,NA,NA,NA,6.5,1,6.8,95,13,0,0,68,0,.,6.5,.,.
39,"General McLane
High School",2011-01-07,10:00:00,"Snow
covered.and parti",Cold and snowy,0.05,0.013,NA,NA,0.16,1,8.2,55,8,0,0,170,0,.,9.76,.,.
87,"Bradford High
School",2011-01-20,.,"clear, mostly
frozen o","cold, snow",low,N/A,N/A,N/A,N/A,2,8,40,16,0.09,0.1,34,0,.,5.2,.,.
